Trial,K_NF_GMM,K_nonNF_GMM,eps_NF_GMM,eps_nonNF_GMM,eps_kannan,loss_NF_GMM,loss_nonNF_GMM,loss_kannan,loss_nw
0,1.0,2.0,0.01,0.01,1.0,21.161619437484035,30.11866178295512,24.150298437080775,28.174036068900907
1,3.0,3.0,0.05,0.1,1.0,26.039700840187034,27.514180530053434,36.19889168239909,32.39322994183075
2,3.0,1.0,1.0,0.01,0.5,35.871947867061,35.66607991578842,35.61178319394975,33.70753876686571
3,3.0,2.0,0.01,0.01,0.01,41.85257104575132,41.6639115871717,47.469130984107835,43.541293162736594
4,3.0,3.0,0.1,1.0,0.01,98.91053443447217,143.0314900436873,61.40315222679702,79.9968138282675
5,1.0,2.0,1.0,0.05,0.5,33.96673247356934,37.024260237053085,37.79236767486764,45.640146305262036
6,3.0,2.0,0.01,0.01,0.1,37.55461600510031,44.90325777428566,48.633723134233094,34.74164305444324
7,3.0,1.0,0.01,0.05,0.5,34.03014425210654,45.69143557682449,40.33910804573453,37.390822545905664
8,2.0,1.0,0.5,0.01,0.01,25.926754708156615,28.445296560235093,26.216034649713816,32.72149323015867
9,2.0,2.0,0.5,0.01,0.05,42.147008957214496,50.20299610844372,43.004865575072785,43.768415077073236
10,3.0,2.0,0.1,0.05,1.0,3.411275661729289,20.102296909921822,8.624792554965001,4.476112024859743
11,1.0,3.0,0.05,1.0,0.01,23.979547837897762,24.3294282502906,28.05352719791582,38.747105214008464
12,3.0,1.0,0.1,0.5,0.01,35.42314688868084,33.51908162899232,34.17758370672144,52.456282289989964
13,1.0,3.0,0.1,0.01,0.5,13.653717439529446,29.74648590583276,14.503680442056902,26.730074811057612
14,3.0,1.0,0.01,0.01,0.05,30.46467108528778,29.954590968592615,27.643595972590017,35.38926168951176
15,1.0,1.0,0.01,0.05,0.5,5.937834528857222,8.556563745874536,11.627449984395234,33.00909450296708
16,2.0,3.0,0.01,0.01,1.0,27.217156500026732,81.23001408426411,34.7190048849642,41.01248981311388
17,1.0,3.0,0.05,0.1,0.5,4.390849578531322,4.376802739276413,8.094158611270673,11.353769527108376
18,3.0,2.0,0.1,1.0,0.01,44.65220444588849,47.537778156749624,43.99687012542483,51.3103712420618
19,3.0,2.0,0.1,0.01,0.05,28.60857797711269,43.77118533926568,43.555859144196305,39.42223387833402
20,2.0,3.0,0.5,0.1,0.01,38.95484174760308,37.8254871711476,40.8784817552974,44.79281477977628
21,1.0,3.0,0.01,0.1,0.5,9.60041780047533,9.768663887325747,9.459277426678222,18.6409534689889
22,3.0,2.0,0.01,0.05,0.5,51.36625581293609,51.803450430043746,50.481126617408336,60.885184448255764
23,3.0,3.0,0.5,1.0,0.5,34.126900588711734,34.276076462222385,43.07813265005893,39.38333579581451
24,2.0,1.0,0.05,1.0,1.0,91.72962573111471,66.56431927594777,71.24095388089601,66.41354050622854
25,3.0,2.0,0.05,0.1,0.5,93.07872500946601,34.64197048584657,49.144869649535885,32.88708356243739
26,1.0,2.0,0.5,1.0,1.0,17.829584988974645,32.16539327417728,19.20541442326175,18.63607536294117
27,3.0,1.0,0.1,0.1,0.5,6.820741892278881,6.473777332215422,10.69494926183281,24.228451077537443
28,2.0,1.0,1.0,1.0,0.01,9.580123932613734,8.030079572390203,10.278002721389946,14.491839450320118
29,3.0,3.0,0.5,0.01,0.05,11.260359311003876,11.707014254898684,17.629975420819967,15.755851814667366
30,1.0,2.0,0.01,0.5,1.0,24.449168163353214,24.692289163692305,33.036847968572566,39.52505322256829
31,3.0,3.0,1.0,0.5,0.05,33.76603327146994,44.615427476099384,32.80830275075188,46.68234395300228
32,3.0,1.0,0.5,1.0,0.05,35.05072397701176,42.251753512984926,37.7860654951614,51.16268246722127
33,3.0,3.0,0.1,1.0,0.01,42.91807004086708,74.66001679763836,38.91413758319873,44.419484831686205
34,1.0,2.0,1.0,1.0,1.0,44.61085938311397,43.903949349075305,48.08618855614022,63.2688841237084
35,3.0,2.0,0.01,1.0,0.01,20.532810095076975,42.5059325286933,22.426514646225026,27.65253673203263
36,3.0,1.0,1.0,0.01,0.05,6.838730538729742,18.57000877167311,17.32554934141736,7.234555580004208
37,2.0,2.0,0.05,0.1,1.0,31.584378900191087,13.119682805842547,16.345190216615904,14.178531476459641
38,2.0,1.0,0.01,0.01,1.0,29.399538890283722,32.022128653440745,30.210002683299585,31.30114579778484
39,3.0,3.0,1.0,1.0,0.05,43.56732003170304,61.8262340758449,55.23173572265968,44.780444239217566
40,3.0,3.0,0.05,0.1,1.0,3.685519405154927,7.5800475345080915,3.571731164705376,10.202492038595521
41,3.0,2.0,0.05,0.01,0.05,23.933655900691086,41.49910152729637,42.61393115378294,28.482721464852336
42,3.0,3.0,1.0,0.05,0.01,18.377460897459496,7.7419516704597315,9.078064223947045,13.515397474365262
43,1.0,1.0,0.05,0.5,0.01,11.13989930295683,12.998019241390956,12.042661020736382,23.055608899418786
44,2.0,1.0,1.0,0.5,1.0,37.499588869382066,45.033012677875384,42.64647704652834,51.651187881802485
45,1.0,1.0,0.05,0.5,0.1,9.222569129785947,13.6659257402875,10.894259414121965,48.94583565230793
46,3.0,3.0,0.05,0.1,0.05,22.19853609438151,76.7026466579942,32.22708787071537,35.50490541533102
47,1.0,2.0,1.0,1.0,1.0,6.319074462703748,7.045798424227314,7.300429758592386,22.17390891158475
48,2.0,2.0,0.01,1.0,0.01,34.98348960208755,36.587259090650484,38.0770348087207,48.0360057909077
49,1.0,1.0,0.5,0.01,0.05,13.356249172049463,22.150114758048225,21.159272978682107,23.183174637738606
50,3.0,1.0,0.1,0.01,0.01,20.83423983065824,29.822673221119437,29.06022538824644,53.907095444908265
51,3.0,2.0,0.01,1.0,0.01,21.168318760819815,31.80078589850044,24.939789110701,43.19993688545402
52,1.0,1.0,1.0,0.5,1.0,31.7289724978925,32.337840688689944,32.05299318383952,39.86902925766957
53,1.0,1.0,1.0,0.5,0.5,43.10467632776549,62.18879710038474,62.48721892719658,56.56791512356728
54,3.0,3.0,1.0,0.05,0.5,5.381430321298978,5.377863151044492,7.350799485856653,9.811112139213929
55,1.0,1.0,0.05,0.5,0.5,5.304811681495063,4.586353696124018,6.583474755013006,25.571790096424696
56,2.0,3.0,0.01,0.1,0.1,15.70745320778966,19.591706978226036,22.70350609539605,29.113885546425955
57,3.0,1.0,1.0,0.01,0.05,27.170701134498977,28.848223510799304,26.3195629000939,27.721227737524924
58,2.0,2.0,0.05,1.0,0.1,10.874060562835524,19.03254460811012,7.168542070089137,36.40302821992164
59,1.0,2.0,0.01,0.01,0.1,23.877746401547462,25.31925940153111,27.410971556023497,52.480991983644834
60,2.0,3.0,0.1,0.01,0.1,21.225144631171716,21.339413818957816,33.835555431375724,32.78809543760148
61,1.0,3.0,0.01,1.0,0.01,33.22649895440464,40.68468969500056,32.435963782815485,43.00837864748808
62,3.0,1.0,0.05,1.0,0.01,28.16625779033389,25.932062846042587,26.338176888902687,34.32819252099946
63,3.0,3.0,0.1,1.0,0.1,45.351272874771745,59.97457724273698,45.031075125019626,53.823418618774674
64,2.0,1.0,0.05,0.1,0.01,16.138320246717264,22.538723602577477,20.28858581076228,38.27107109382876
65,2.0,1.0,0.05,1.0,0.01,17.540413554557368,17.592964103372772,17.437400794553046,31.41368018080867
66,2.0,1.0,0.01,0.01,0.01,39.44158760516056,33.387745057869296,35.67530495826257,37.4041818148056
67,2.0,1.0,0.05,0.5,1.0,42.24140787917098,43.62625607286171,41.985244009750836,63.8167475584222
68,2.0,3.0,1.0,0.05,1.0,36.755310190107856,35.83211593975246,39.952514065570945,38.477181171911454
69,3.0,3.0,0.05,0.1,0.5,110.61420686073602,94.78106708072897,58.35977633071651,56.644233668815914
70,1.0,1.0,0.05,0.01,1.0,7.548770722115636,8.6936510499879,10.156410160016243,21.394512719127235
71,3.0,3.0,0.05,0.1,0.01,18.91944836747133,21.489314172452463,19.276559147903846,22.171513279990005
72,1.0,1.0,0.5,0.1,0.5,9.505157196444006,17.383144892299104,18.760873964671866,26.37480457374393
73,3.0,1.0,0.1,0.1,0.05,18.725358766992468,17.683330109904823,17.9841941338545,26.500957247562894
74,3.0,3.0,1.0,0.01,0.01,47.83268828580665,29.234789767042507,31.616600619344062,37.60988796773214
75,2.0,1.0,0.5,0.1,0.01,28.768995252128178,43.985398656659015,42.53651740523832,37.6926443579106
76,1.0,1.0,0.1,0.5,0.01,39.3024927098936,54.895470772895955,49.950738194452875,44.053451604704655
77,1.0,2.0,0.1,0.05,0.01,22.156006021689567,22.08893533160638,22.590206196300443,34.98641299864645
78,2.0,3.0,0.1,1.0,1.0,17.76656704466539,25.442325247577074,19.090485454200586,21.78381820959094
79,3.0,3.0,0.05,0.01,0.01,44.47010198655015,45.81566976545066,63.93116578707447,56.067045852063444
80,3.0,3.0,0.1,1.0,1.0,37.03941942937468,61.12663221228855,46.57823068343739,58.138203812335284
81,3.0,2.0,0.05,0.1,1.0,56.25143971585062,65.2387538429804,66.59604400986363,73.11109449910221
82,3.0,3.0,0.01,0.05,0.1,20.827330072418015,22.06701527940376,21.462539190911674,27.94271141404337
83,1.0,1.0,1.0,0.5,1.0,3.548583583512059,3.5128793580016793,3.7521279530886487,14.928979592671704
84,3.0,3.0,0.01,0.05,0.01,26.53521994834029,23.863158369192014,30.486299131251844,27.309406963289454
85,3.0,3.0,0.1,0.5,0.01,18.703187404445558,20.344574425592864,25.010528340436107,27.455146383553455
86,3.0,2.0,0.5,0.1,1.0,69.80273926694122,70.51405426276264,43.430432735952714,55.090205569418686
87,3.0,3.0,0.5,1.0,0.01,35.17415726822409,51.18851774744687,35.07575414489375,36.28186186553669
88,3.0,3.0,0.01,0.05,1.0,10.554608042110601,21.6236735029365,11.825816897203618,19.01273445103027
89,2.0,2.0,0.1,0.01,0.05,23.455841756197593,22.901650764894256,20.338740295234672,37.09306289207218
90,2.0,3.0,1.0,0.5,0.01,7.711478698312959,19.994101575828203,7.45567781701308,8.58001518972735
91,3.0,3.0,0.5,1.0,0.05,22.565640021550916,36.38563044632179,34.18834817687096,42.26361131240396
92,2.0,2.0,0.1,0.1,0.05,54.7355422651688,60.484986024250695,56.39150354137958,59.070185802611114
93,1.0,3.0,1.0,0.05,0.05,62.61549064142401,78.47318787845934,60.946536055551014,74.20261946662075
94,1.0,2.0,0.01,0.05,0.05,25.566259279377284,36.021193688873005,29.83419890029119,32.992208751398486
95,1.0,1.0,0.05,0.01,0.5,34.10928794055959,48.59139248078883,55.33811381123254,53.38284580175383
96,1.0,3.0,0.05,1.0,0.01,30.013171200600755,30.484176569371694,30.05539196678763,39.86952797898474
97,3.0,1.0,0.5,0.01,1.0,37.47486987841482,46.93886820570756,41.463445257325645,41.54275997457156
98,2.0,2.0,0.05,0.01,0.05,29.31835236390224,37.53585274680064,35.38036878885427,41.247032189121704
99,2.0,2.0,0.01,1.0,0.05,21.997780629628814,30.140968243856225,27.37443580570058,40.48627454941964
AVG,2.19,2.03,0.2938,0.3586999999999999,0.34609999999999985,29.518306819821213,34.985522915555606,31.05983511676734,37.00310988250965
